select * from headword_exs where Ex like '%{%' or IPA like '%{%' or Trs like '%{%';
1097	0	0	300	アガイヤ	⸣アガイヤ	1	⸣アガヤー　⸢ワール　⸢クーター⸣　ア⸢ボー⸣ル　⸢オー⸣ルカヤーティ　⸣マティ　⸢ベー⸣タ　⸣ムヌ	[⸣ʔagaijaː ⸢waːru kuːtaː⸣ ʔa⸢boː⸣ru ⸢ʔoː⸣rukajaːti ⸣mati ⸢beː⸣ta ⸣munu]	(あらまあ{EOS}君が来たのか{EOS}お母さんが来られるのかと待っていたのに)
335	0	0	317	アガサリ	ア⸢ガサリ	1	⸢ピーカジ⸣ヌ　フキティ　ス⸢クリ⸣ムヌン　⸢キーヌ⸣パーン　ア⸢ガサリ　シーナー⸣ヌ	[⸢piːkadʒi⸣nu ɸu̥kiti su̥⸢kuri⸣munuŋ ⸢kiːnu⸣paːŋ ʔa⸢gasari ʃiːnaː⸣nu]	(雨の降らない台風<火台風{EOS}潮風台風>が吹いて、作物も木の葉も赤く枯れてしまった)。
383	0	0	353	アガニーバル	ア⸢ガ⸣ニーバル	1	ア⸢ガ⸣ニーバロー　イ⸢ル⸣イル　ブ⸢リブンドゥ⸣　ユ⸢ヌナー⸣ル　シ⸢キラ⸣リ　⸢ブー⸣　クティンクティンヌ　⸢ナーヤ　ナー⸣ヌ	[ʔa⸢ga⸣niːbaroː ʔi⸢ru⸣iru bu⸢ribundu⸣ ju⸢nunaː⸣ru ʃi̥⸢kira⸣ri ⸢buː ⸣ kutiŋkutinnu ⸢naːja naː⸣nu]	(アカハタは、色々いるが、同じ名が付けられている{EOS}別々<異異の>の名前はない)
385	0	0	356	アガヌール	ア⸢ガヌール	1	ア⸢ガジブコー⸣　ア⸢ガヌールバ⸣　カ⸢サビカサビ　ヌーリティ⸣　ピ⸢カラ⸣シ　シケー	[ʔa⸢gadʒibukoː⸣ ʔa⸢ganuːruba⸣ kḁ⸢sabikasabi nuːriti⸣ pi̥⸢kara⸣ʃi ʃi̥keː]	(赤重箱は、赤色<赤漆>を重ね重ねに塗って\ruby{艶}{ツヤ}を出してある<光らしてある>)。
447	0	0	405	アガミー	ア⸢ガミー	1	⸢オー⸣ヌ　⸣ニコー(⸢シー⸣シェー)　ア⸢ガミーラ　カイ⸣クーバ	[⸢ʔoː⸣nu nikoː(⸢ʃiː⸣ʃeː) ʔa⸢gamiːra kai⸣kuːba]	(豚の肉<「肉　之之」シシ{EOS}肌膚之肉也『和名抄』>は赤身の部分<赤肉>から選んで買ってきなさいよ)
455	0	0	412	アガムチ	ア⸢ガムチ	1	ア⸢ガムチン⸣　アミツァバ　⸢ムン⸣ダニ　⸢スー⸣カー　⸢ホーサリ⸣タン	[ʔa⸢gamuʧiŋ⸣ ʔamiʦaba ⸢mun⸣dani ⸢suː⸣kaː ⸢hoːsari⸣taŋ]	(クロセンフエダイもヤドカリ<アミツァ{EOS}やどかり{EOS}寄居虫>を餌にすると釣れた)
848	0	0	416	アガヤ	アガ⸢ヤ	1	アガ⸢ヤー⸣　アン⸢デー⸣カ　ウ⸢レー　ワー　シー	[ʔaga⸢jaː⸣ ʔan⸢deː⸣ka ʔu⸢reː waː ⸢ʃiː]	(ああ残念{EOS}それなら、それは君がやれ)
457	0	0	417	アガヤー	アガ⸢ヤー	2	⸣アガヤー　⸢ヌー⸣シター　ウ⸢レー	[⸣ʔagajaː ⸢nuːʃi̥⸣taː ʔu⸢reː]	(ああ気の毒に、どうしたのだ{EOS}それは)
459	0	0	421	アガヤヘー	アガヤ⸢ヘー	1	アガヤ⸢ヘー⸣　マー　ン⸢ベーマ⸣　パ⸢ヤー⸣タカ⸢ナー⸣　フネー　マ⸢ニヤイ⸣シタ　⸣ムヌ	[ʔagaja⸢heː⸣ maː ʔm⸢beːma⸣ pa⸢jaː⸣taka⸢naː⸣ ɸuneː ma⸢nijai⸣ʃi̥ta ⸣munu]	(ああ残念だ{EOS!}もう少し早かったらなあ、船には間に合ったのに)
463	0	0	423	アガユクシ	ア⸢ガユクシ	1	⸢ワー⸣　ムネー　ア⸢ガユクシ⸣　ウ⸢レー⸣　シゥ⸢カラヌ	[⸢waː⸣ muneː ʔa⸢gajukuʃi⸣ ʔu⸢reː⸣ si̥⸢karanu]	(君の話<言葉>は真っ赤な嘘だ{EOS}それは聞けない<聞かれない>)
480	0	1	434	アガルン	ア⸢ガルン	2	ア⸢ガルティダル⸣　ウ⸢ガ⸣ム　⸢イールティダー⸣　ウ⸢ガマ⸣ヌ	[ʔa⸢garutidaru⸣ ʔu⸢ga⸣mu ⸢ʔiːrutidaː⸣ ʔu⸢gama⸣nu]	(昇る太陽を拝む{EOS}西日<落日>は拝まない<諺>)。
572	0	0	437	アガロールン	ア⸢ガロー⸣ルン	1	⸢オー⸣リ　ッ⸢ふォー⸣リ　フ⸢コーラサ⸣ユー　⸢ト⸣ー⸢ト⸣ー　ウ⸢チンター⸣　ア⸢ガロー⸣リ	[⸢ʔoː⸣ri f⸢foː⸣ri ɸu̥⸢koːrasa⸣juː ⸢to⸣ː⸢to⸣ː ʔu⸢ʧintaː⸣ ʔa⸢garoː⸣ri]	(おいでくださって有難うございます{EOS}さあさあ座敷へ<内の方へ>お上がりください<上がりおはれ>)
500	0	1	453	アギザミヨー	⸣アギザミヨー	1	⸣アギザミヨー　⸢デー⸣ジ　⸢シー　ナー⸣ヌ	[⸣ʔagiʣamijoː ⸢deː⸣ʤi ⸢ʃiː naː⸣nu]	(ああ、しまった{EOS}大変なことしてしまった)。
563	0	0	513	アクマ	ア⸢ク⸣マ	1	ウ⸢リヌ　シーワザー　フン⸣トー　ア⸢ク⸣マ　ナ⸢クラー⸣ヌ　ミ⸢ララ⸣ヌ	[ʔu⸢rinu ʃiːwaʣaː ɸun⸣toː ʔa⸢ku⸣ma na⸢kuraː⸣nu mi⸢rara⸣nu]	(そいつの仕業は本当に悪魔だ{EOS}怖くて見てはおれない)
582	0	0	532	アザールン	ア⸢ザー⸣ルン	11	⸢コッタルムヌ⸣　ア⸢ザーリ⸣リ	[⸢kottarumunu⸣ ʔa⸢ʣaːri⸣ri]	(ちくしょう{EOS!}誰が知るものか、もつれて<縺れて>しまえ)
342	0	0	539	アザカイ	ア⸢ザ⸣カイ	1	ウ⸢ブアザカイ⸣ヤ　⸢オー⸣ヌ　⸢イーッふァーシ⸣ムヌ　⸢ソーッ⸣タン	[ʔu⸢buʔaʣakai⸣ja ⸢ʔoː⸣nu ⸢ʔiːffaːʃi⸣munu ⸢soːt⸣taŋ]	(大きなシャコガイの貝殻<アザカイ>は豚の飼葉桶に使われた<された>)。大型の貝殻はミ⸢ジクブ⸣サー[mi⸢ʤikubu⸣saː](手水鉢{EOS}「水こぼし」の義か{EOS}下着洗い)や豚舎のかいばおけ<飼葉桶>に利用された。
594	0	0	543	アサカンガイ	ア⸢サカンガイ	1	⸢ワー　カンガイ⸣ヤ　⸢ダーッ⸣サ　⸢ナー⸣ヌ　ウ⸢レー⸣　ア⸢サカンガイ	[⸢waː kaŋgai⸣ja ⸢daːs⸣sa ⸢naː⸣nu ʔu⸢reː⸣ ʔa⸢sakaŋgai]	(君の考えはよろしくない{EOS}それは浅慮とうものだ)
597	0	0	546	アサキジ	ア⸢サキジ	1	フ⸢カキジェー⸣　ア⸢ラ⸣ヌ　ア⸢サキジ⸣　ヤ⸢ルンダ　ソーヤ　ナー⸣ヌ	[ɸu̥⸢kakiʤeː⸣ ʔa⸢ra⸣nu ʔa⸢sakiʤi⸣ ja⸢runda soːja naː⸣nu]	(ふかで<深傷>ではない{EOS}浅い傷だから心配はない)
603	0	0	549	アササー	ア⸢ササー	1	⸢ピーリ⸣サー	[⸢piːri⸣saː]	(冷えたお茶{EOS}愛情のないお茶の義)。
632	0	0	575	アサビシグトゥ	ア⸢サビシグトゥ	1	⸢キュー⸣ヌ　シ⸢グトー⸣　ア⸢サビシグトゥ⸣　ユネン⸢バー⸣キナー　トゥ⸢ズミラ⸣リン	[⸢kjuː⸣nu ʃi⸢gutoː⸣ ʔa⸢sabiʃigutu⸣ junem⸢baː⸣kinaː tu⸢ʣumira⸣riŋ]	(今日の仕事は楽な仕事だ{EOS}夕方までには終了<片付け>出来る)
637	0	0	578	アサビドゥシ	ア⸢サビドゥシ	1	⸢ウッ⸣ツァー　フ⸢ターロー⸣　ヤ⸢ラ⸣ビ　⸢シェーン⸣ケンラヌ　ア⸢サビドゥシ⸣ティムカーヤ　ッ⸢サンシェン	[⸢ʔut⸣ʦaː ɸu̥⸢taːroː⸣ ja⸢ra⸣bi ⸢ʃeːŋ⸣kenranu ʔa⸢sabiduʃi⸣timukaːja s⸢saŋʃeŋ]	(あれら二人は子供の頃からの遊び友達というもんだ{EOS}知らなかったのか)
650	0	2	586	アサブン	ア⸢サブン	1	ク⸢ビン⸣ヌ　フ⸢ター⸣　シ⸢マラ⸣ヌ　ア⸢サビブー	[ku⸢bin⸣nu ɸu̥⸢taː⸣ ʃi⸢mara⸣nu ʔa⸢sabibuː]	(瓶の蓋は閉まらない{EOS}緩んでいる<遊んでいる>)
671	0	0	606	アザリルン	ア⸢ザリルン	2	⸢マイヤー⸣　ッサウカー　ア⸢ザリラン⸣　クトー　⸢ナー⸣ヌ　ア⸢ザリル　スー	[⸢maijaː⸣ ssaukaː ʔa⸢ʣariraŋ⸣ ku̥toː ⸢naː⸣nu ʔa⸢ʣariru suː]	(米は搗くと糠が出て絡まらないことはない{EOS}糠が出て絡まりあうことになる)
646	0	0	609	アサルン	ア⸢サ⸣ルン	1	カ⸢ティ⸣ムヌ　⸣トゥルンティ　タ⸢ク⸣ヌヤー　ア⸢サルン⸣ドゥ　ブ⸢ラーンバン	[kḁ⸢ti⸣munu ⸣turunti tḁ⸢ku⸣nu ⸣jaː ʔa⸢sarun⸣du bu⸢raːmbaŋ]	(おかず<副食物{EOS}かてもの>を漁獲しようと蛸の巣をほじくりまわすがいないよ)。
674	0	0	610	アザルン	ア⸢ザルン	2	マ⸢ダ⸣　ア⸢ザラヌ	[ma⸢da⸣ ʔa⸢ʣaranu]	(まだ糠が出ない{EOS}絡まない)。
674	0	0	610	アザルン	ア⸢ザルン	3	キ⸢サーティ⸣　ア⸢ザリ　ブー	[ki̥⸢saːti⸣ ʔa⸢ʣari buː]	(既に糠が出ている{EOS}絡まっている)。
684	0	1	622	アジ	ア⸢ジ	1	ア⸢マアジ	[ʔa⸢maʔaʤi]	(甘味{EOS}水っぽい味)。
682	0	0	625	アシー	⸣アシー	2	⸣アシー　⸣ワンザヌ　ア⸢ズ⸣ムネー　シゥ⸢カヌ	[⸣ʔaʃiː ⸣wanʣanu ʔa⸢ʣu⸣muneː sï̥⸢kanu]	(糞、嫌だ{EOS}とんでもない{EOS}お前野郎の言うことなんか聞かない)
726	0	0	634	アシェー	⸣アシェー	2	{Break}の問いに対して、{Break}	⸣アシェーヒャー　シ⸢グトゥナー⸣トー　⸢スン⸠トゥー	[⸣ʔaʃeːçaː ʃi⸢gutunaː⸣toː ⸢sun⸠tuː]
726	0	0	634	アシェー	⸣アシェー	3	(嫌だ{EOS}とんでもない<アシェー>{EOS}仕事なんかするものか)		
727	0	0	635	アシェーヒャー	⸣アシェーヒャー	1	⸣アセーヒャー　⸣ワンザン⸢ナー⸣ト　ッ⸢ふィールン⸠トゥー　	[⸣ʔaʃeːçaː ⸣wanʣan ⸢naː⸣to f⸢fiːrun⸠tuː]	(とんでもないことだ{EOS}お前になどくれてやるものか)
