select * from headword_exs where Trs regexp '.+\)。\S.*';
WdID	PoSID	MnID	col_Order	Wd	Wd2	exid	Ex	IPA	Trs
14975	0	0	14803	プスルナー	プ⸢スル⸣ナー	1	⸢タンガ⸣シ　ミ⸢ツァールナー　サーリ　パッ⸣タヤー	[⸢taŋga⸣ʃi mi⸢ʦaːrunaː saːri pat⸣tajaː]	(一人で三人ずつ連れ去って行ったよ)。ナー[naː](ずつ)は副助詞。分量を表す語に付いて、一定量を均等に割り当てる意味を表す
15024	0	0	14815	フタ	フ⸢タ	2	カ⸢ミ⸣ヌ　⸣フタ	[ka⸢mi⸣nu ⸣ɸu̥ta]	(甕の蓋)。パ⸢クヌ⸣　フ⸢タ[pḁ⸢kunu⸣ ɸu̥⸢ta](箱の蓋)等がある。ナ⸢カ⸣フタ[na⸢ka⸣ɸu̥ta](中蓋)は芭蕉の葉を使うことが多かった。
15025	0	0	14816	フタ	フ⸢タ	1	フ⸢タケーラ　ゲー⸣タン	[ɸu̥⸢takeːra geː⸣taŋ]	(二度行ったことがある)。フ⸢タムシ⸣　パルン[ɸu̥⸢tamuʃi⸣ paruŋ](二回行く)の⸢ムシ[⸢muʃi](回)は単に出現回数<頻度数>を表す。
15040	0	0	14832	フタイツァカカン	フ⸢タイツァカカン	1	パ⸢トゥ⸣マナカムレー　フ⸢タイツァカカンヌ　ウイラ⸣　タ⸢ナシバ⸣　キ⸢シティル⸣　ブ⸢ドゥル　ソーッ⸣タ⸢ナー	[pḁ⸢tu⸣manakamureː ɸu̥⸢taiʦakakannu ʔuira⸣ ta⸢naʃiba⸣ ki̥⸢ʃitiru⸣ bu⸢duru soːt⸣ta⸢naː]	(鳩間中岡節の踊はカカンの上からタナシ<田無{EOS}一重の打ち掛け>を着て踊をされたのだったよねえ)。ピ⸢キマー⸣サー[pi̥⸢kimaː⸣saː]ともいう
15087	0	0	14885	フダル	フ⸢ダ⸣ル	2	カ⸢ニフダル	[ka⸢niɸudaru]	(ブリキ缶で作った柄杓)。⸢ペー⸣ラフダル[⸢peː⸣raɸudaru](完熟した夕顔の実を切り割り、中子を除去して作った柄杓)などがある。ビロウの葉で作った柄杓はウ⸢ム⸣ル[ʔu⸢mu⸣ru]といった。
15094	0	0	14896	フチ	⸣フチ	1	フ⸢チン⸣パー	[ɸu̥⸢ʧim⸣paː]	(ヨモギの葉{EOS}汁を\ruby{搾}{シボ}って飲むと風邪の薬効がある{EOS}乾燥して綿のように作り、⸣ヤツフチ{SqBr}⸣jaʦuɸu̥ʧi{/SqBr}<もぐさ>にした)。フ⸢チン⸣パーズーシー[ɸu̥⸢ʧim⸣paːʣuːʃiː](ヨモギの葉を入れて炊いた雑炊)などがある。
15127	0	0	14933	フチクバルン	フ⸢チ⸣　ク⸢バル⸣ン	1	フ⸢チ⸣　ク⸢バリ⸣ル　⸣ムニン　イ⸢ザラヌ	[ɸu̥⸢ʧi⸣ ku⸢bari⸣ru ⸣muniŋ ʔi⸢ʣaruanu]	(口が吃って<口強張って>ものが言われない)。ン⸢ガニ　スン[ʔŋ⸢gani suŋ](どもり<吃音>をする)ともいう
15131	0	0	14938	フチザイ	フ⸢チザイ	1	⸢ドゥー⸣ヌ　フ⸢チザイル⸣　ナル　⸣ジン　タ⸢ミラリ⸣　スク　⸢ナー⸣トー　ア⸢ラ⸣ヌ	[⸢duː⸣nu ɸu̥⸢ʧiʣairu⸣ naru ⸣ʤin ta⸢mirari⸣ su̥ku ⸢naː⸣toː ʔa⸢ra⸣nu]	(自分が食べるのに精一杯であって、とてもお金を貯めることはできない<貯められるほどなどではない>)。ッ⸢ふァイザイル⸣　ナル[f⸢faiʣairu⸣ naru](食べることしか出来ない<食べることに感けて他のことを考える余裕がない>)ともいう　
15154	0	0	14961	フチトゥルン	フ⸢チ⸣　トゥルン	1	ウ⸢ビッチン⸣ヌ　ヤ⸢ラビ⸣ヌカー　ウ⸢ヤ⸣ヌ　フ⸢チバ⸣　トゥリ　⸢ゾー⸣ブンニ　ウ⸢ブ⸣ブシ　イ⸢ズン⸠ツォー	[ʔu⸢bitʧin⸣nu ja⸢rabi⸣nukaː ʔu⸢ja⸣nu ɸu̥⸢ʧiba⸣ turi ⸢ʣoː⸣bunni ʔu⸢bu⸣buʃi ʔi⸢ʣun⸠ʦoː]	(こんなに小さな子供だのに、親の口真似をして立派<十分>に古典民謡<大節>を謡うんですよ<珍しいことだ>)。伝聞の終助詞の⸣ツォー[⸣ʦoː](~そうだ)の場合は、アクセントは三段階まで下がるが、詠嘆、感嘆の終助詞⸣ツォー[⸣ʦoː](~だよ)のアクセントは二段階(中段)まで下がる
15185	0	0	14996	フチマイヤン	フ⸢チ　マイ⸣ヤン	1	サ⸢バヌ⸣　フ⸢チェー　マイ⸣ヤンダ　フ⸢チヌ　マイ⸣ヤー　プ⸢ソー⸣　サ⸢バフチ⸣ティル　ア⸢ズ	[sa⸢banu⸣ ɸu̥⸢ʧeː mai⸣janda ɸu̥⸢ʧinu mai⸣jaː pu̥⸢soː⸣ sa⸢baɸu̥ʧi⸣tiru ʔa⸢ʣu]	(鮫の口は大きいから、口の大きい人を鮫口という)。ウ⸢ブ⸣フチ[ʔu⸢bu⸣ɸu̥ʧi](大きな口)ともいう
15236	0	0	15045	ブットゥル	⸢ブッ⸣トゥル	1	⸢ウンヌ⸣クジブットゥルー	[⸢ʔunnu⸣kuʤibutturuː]	(芋葛粉の油炒め)。⸢ソー⸣ミンブットゥルー[⸢soː⸣mimbutturuː](素麺の油炒め)などがある。
15266	0	0	15047	フディ	フ⸢ディ	2	フ⸢ディ⸣シ　⸢ジー⸣　カクン	[ɸu⸢di⸣ʃi ⸢ʤiː⸣ kḁkuŋ]	(筆で字を書く)。/フディトゥリゾージン　ナリトーリ　シンカキゾージン　ナリトーリ/(文筆・\ruby{算勘}{サン|カン}の達人になって下さい{EOS}偉いお役人<墨書き上手>に出世してください)(アガロウザ節)『八重山民謡誌』が鳩間島で伝承されている
15246	0	0	15060	プトゥキルン	プ⸢トゥキ⸣ルン	2	プ⸢トゥキ⸣ルンカヤーティ　ウ⸢ムータン⸣ドゥ　マ⸢ダ⸣　プ⸢トゥキラン⸣バン	[pu̥⸢tuki⸣ruŋkajaːti ʔu⸢muːtan⸣du ma⸢da⸣ pu̥⸢tukiram⸣baŋ]	(自然に解けるかなあと思ったが、まだ解けないよ)。プ⸢ドゥキ⸣ルン[pu⸢duki⸣ruŋ](ほどける)ともいう。
15247	0	0	15061	ブドゥク	ブ⸢ドゥ⸣ク	1	ブ⸢ドゥ⸣クシ　⸣クマ　ス⸢ク⸣リティ　⸢マーシ⸣　ア⸢サブタ	[bu⸢du⸣kuʃi ⸣kuma su̥⸢ku⸣riti ⸢maːʃi⸣ ʔa⸢sabuta]	(ブドゥク貝で独楽を作って回して遊んだ)。イモガイ科の仲間のマガキガイ。サラサミナシ『原色沖縄海中動物生態図鑑』。
15255	0	0	15071	フトゥッツン	フ⸢トゥッ⸣ツン	5	⸢パー⸣ク　フ⸢トゥッ⸣チ	[⸢paː⸣ku ɸu̥⸢tut⸣ʧi]	(早く朽ちよ)。植物が朽ち果てる。芋などに虫が入って腐れる。
15264	0	0	15085	フトゥムン	フ⸢トゥムン	4	フ⸢トゥメー⸣ラー　キ⸢サラヌ	[ɸu̥⸢tumeː⸣raː ki̥⸢saranu]	(湿気を帯びたら着られない)。\ruby{蒸}{ム}れる。蒸し暑くなる。\ruby{麹}{コウジ}が\ruby{醗酵}{ハッ|コウ}して温かくなる。
15280	0	0	15086	ブドゥル	ブ⸢ドゥル	3	ヤ⸢マトゥブドゥ⸣ル	[ja⸢matubudu⸣ru]	(大和踊)。⸢モー⸣ヤー[⸢moː⸣jaː](カチャーシ{EOS}沖縄本島から伝わる芸能の一種{EOS}手踊り{EOS}「匏<ひさこ>浪の上に転<ま>いつつ沈まず」『日本書紀　仁徳十一年』<旋回運動>より転訛か)などが伝承されている。
15322	0	0	15138	フニ	⸣フニ	2	⸣マチフニ	[⸣maʧiɸuni]	(松の木の刳り舟)。明治の初期までは松の大木で刳り舟を造って西表島への通耕に利用したが、\ruby{刳}{クリ}舟は時化で遭難することが多かったという。明治初期頃から夏期のイカ釣漁に従事するため、糸満の漁師がサバニを二艘組み合わせて双胴船に仕立て、直接鳩間島にやって来、漁期が終わるとサバニを鳩間の人に売って帰ったという。糸満漁師が帰郷する際は、漁獲して製造したプ⸢シ⸣イカ[pu̥⸢ʃi⸣ʔika](干しイカ{EOS}するめいか)とイ⸢ガカラス[ʔi⸢gakarasu](イカの塩辛)を那覇・石垣・台湾間の定期航路を利用して沖縄へ持ち帰ったという。こうして鳩間島には⸣イダフニ[⸣ʔidaɸuni](板舟{EOS}サバニ)が増えていったといわれている(加治工伊佐氏談)。
15322	0	0	15138	フニ	⸣フニ	3	⸢ティンマ	[⸢timma]	(伝馬船{EOS}地舟{EOS}五反帆船)。⸣マーラン[⸣maːraŋ](馬艦船)、⸢ヤンバル⸣シン[⸢jambaru⸣ʃiŋ](山原船)、⸢ダン⸣ベー[⸢dam⸣beː](団平舟{EOS}石炭運搬船)など。
15335	0	0	15152	フニンジョー	フ⸢ニンジョー	1	⸣アイニ　フ⸢ニンジョーヌ⸣　プ⸢ソー⸣　ブ⸢ラーン⸣パジ	[⸣ʔaini ɸu⸢ninʤoːnu⸣ pu̥⸢soː⸣ bu⸢raːm⸣paʤi]	(あんなに不人情な人は他にいないはずだ)。キ⸢ム⸣　ピ⸢サー⸣ン[ki⸢mu⸣ pi̥⸢saː⸣ŋ](不人情<肝が薄い{EOS}思う心が薄い>)ともいう
15392	0	0	15211	プラグ	プ⸢ラ⸣グ	1	プ⸢ラグ⸣バ　ウ⸢シン⸣　ピ⸢カシティ⸣　パ⸢タ⸣キ　シゥ⸢カソー⸣ル　プ⸢スン　オーッ⸣タン	[pu⸢ragu⸣ba ʔu⸢ʃim⸣ pi̥⸢kaʃiti⸣ pḁ⸢ta⸣ki sï̥⸢kasoː⸣ru pu̥⸢suŋ ʔoːt⸣taŋ]	(プラグ<洋式\ruby{犂}{スキ}>を牛に牽かせて畑を鋤かされる人もおられた)。⸣プロー[⸣puroː]とも
15397	1	0	15215	プラックン	プ⸢ラックン	1	パ⸢ナヌ⸣　プ⸢ラックン	[pa⸢nanu⸣ pu⸢rakkuŋ]	(詰まっていた鼻が開く)。若年層は、フ⸢ラックン[ɸu⸢rakkuŋ](開く)ともいう。
15428	0	0	15249	ブリミー	ブ⸢リ⸣ミー	1	ウ⸢キナー⸣プソー　ブ⸢リミー⸣ル　⸢ゴー⸣ラー　ヤ⸢マトゥ⸣プソー　⸣カーミール　⸢ゴー⸣ラー	[ʔu⸢kinaː⸣pu̥soː bu⸢rimiː⸣ru ⸢goː⸣raː  ja⸢matu⸣pu̥soː ⸣kaːmiːru ⸢goː⸣raː]	(沖縄人は二重まぶたが多い{EOS}本土<大和>の人は一重\ruby{瞼}{マブタ}が多い)。「折れ目」の義。⸣カーミー[⸣kaːmiː](一重瞼)の対義語。
15444	0	0	15261	フルザ	フ⸢ル⸣ザ	1	フ⸢ルザ⸣ヌ　⸢トーリバ⸣ル　⸣タコー　⸣スク	[ɸu⸢ruʣa⸣nu ⸢toːriba⸣ru ⸣tḁkoː ⸣su̥ku]	(鯨が大きな尾びれで波を叩いて通ったら<ぞ>蛸は干瀬に付くものだ<諺>)。昔は、鳩間島の前の渡<海峡>を東から西へ2頭ずつ揃って遊泳していった。昔はカツオ漁船からもよく見たが、最近はあまり見ない。フ⸢ル⸣ザー　⸢ズーバ　アウ⸣レーティ　⸢アー⸣ク。⸣バスプソータ　⸢スー⸣バ　⸣フケーティル　⸣パル。ッ⸢ス⸣ム　⸣バソー　⸢コー⸣グ　マ⸢ガリティル⸣　ッ⸢ス⸣ム[ɸu⸢ru⸣ʣaː ⸢ʣuːba ʔau⸣reːti ⸢ʔaː⸣ku。⸣basupu̥soːta ⸢suː⸣ba ⸣ɸu̥keːtiru ⸣paru。s⸢su⸣mu ⸣basoː ⸢koː⸣gu ma⸢garitiru⸣ s⸢su⸣mu](鯨は尾びれを\ruby{煽}{アオ}りながら遊泳している{EOS}時には潮を吹いて行く{EOS}\ruby{潜}{モグ}る時は背中が曲がって潜る)
15454	0	0	15275	フルマイ	フ⸢ルマイ	1	トゥ⸢シトゥリフル⸣マイ	[tu̥⸢ʃituriɸuru⸣mai]	(「年取り振る舞い<ご馳走>」の義{EOS}元旦の<年取り>のご馳走)。普通は⸣ソンガチフルマイ[⸣soŋgaʧiɸurumai](正月振る舞い)といった。トゥ⸢シヌ⸣ユー[tu̥⸢ʃinu⸣juː](大晦日)には、トゥ⸢シクシ⸣スバ[tu̥⸢ʃikuʃi⸣suba]を作った。トゥ⸢シトゥリフル⸣マイには、家族全員に⸢ユーチングー[⸢juːʧiŋguː](四ツ組料理{EOS}一汁三菜<飯、汁、香の物、\ruby{膾}{ナマス}>)が配膳されるのが基本で、⸢ウー⸣ザラ[⸢ʔuː⸣ʣara](大皿)に揚げ物<テンプラ類>が盛られ、お重(蒲鉾、冬瓜、南瓜、蛸、魚、昆布などの煮染料理)等がテーブルの中央に出されるのが一般であった。
15458	0	0	15279	フルヤー	⸣フルヤー	1	⸣フルヤーヌ　⸢カン⸣マー　⸢カンダカー⸣　ア⸢ロー⸣ルンツォー	[⸣ɸurujaːnu ⸢kam⸣maː ⸢kandakaː⸣ ʔa⸢roː⸣runʦoː]	(便所の神様は霊験あらたかで<神高く>あられるそうだ)。⸣オンケー[⸣ʔoŋkeː](便所)の項参照
15467	0	0	15290	フン	⸢フン	1	⸢フン　ウーン	[⸢ɸuŋ ʔuːŋ]	(釘を打つ)。⸢フン⸣　ウトゥン[⸢ɸuŋ⸣ ʔutuŋ](釘を打つ)ともいう。
15541	0	0	15401	ヘイヤー	⸣ヘイヤー	1	⸣ユージェヌ　⸣イーヤーター　⸢バー⸣ケー　⸢ター　カイ⸣ソール　⸣ピンマー　⸣ヘイヤー　⸣ヘイヤーティ　カ⸢キン⸣グイ　⸢シェー⸣ティル　⸢カイ⸣ソーッタ⸢ダー	[⸣juːʤenu ⸣ʔiːjaːtaː ⸢baː⸣keː ⸢taː kai⸣soːru ⸣pimmaː ⸣heijaː ⸣heijaːti kḁ⸢kiŋ⸣gui ⸢ʃeː⸣tiru ⸢kai⸣soːtta⸢daː]	(松竹家のお父さん達までは、田圃を耕される時は、ヘイヤー、ヘイヤーと掛け声をかけて耕されたよ)。豊年祭の古謡で、古謡の歌いだしに用いられる囃子言葉。/ヘイヤー　ウブトゥムル　ホー　マブルシュー　ヘイヤー　ウブスクヌ　ウヤンガミ/(へいやー　大友利御嶽の　ホー　守り神<主>　へいやー　大奥<大底>の　親神様)(大友利御嶽の祖神様)「豊年祭の歌」。『鳩間島古典民謡古謡集』
15585	0	0	15417	ポーキ	⸢ポー⸣キ	3	⸢フー⸣カラポーキ	[⸢ɸuː⸣karapoːki]	(棕櫚箒{EOS}室内箒)。シ⸢トゥッチ⸣ヌパーポーキ[ʃi̥⸢tutʧi⸣nupaːpoːki](蘇鉄の葉箒{EOS}台所用の箒)は、ナ⸢カ⸣ザポーキ[na⸢ka⸣ʣapoːki](台所箒)ともいう。⸢ユシ⸣キポーキ[⸢juʃi̥⸣kipoːki](完熟したススキの尾花で作った箒{EOS}台所用の箒)などがある。
15620	0	0	15455	ホーマ	⸢ホー⸣マ	1	⸢ホー⸣マプス	[⸢hoː⸣mapu̥su]	(大浜の人)。⸢オー⸣ハマプス[⸢ʔoː⸣hamapu̥su](大浜のひと)ともいう。
15620	0	0	15455	ホーマ	⸢ホー⸣マ	2	⸢ホー⸣マムニ	[⸢hoː⸣mamuni]	(大浜言葉)。⸢オー⸣ハマムニ[⸢ʔoː⸣hamamuni](大浜言葉)ともいう。
15664	0	0	15504	マー	⸣マー	2	マ⸢タマー	[ma⸢tamaː]	(曾孫)。⸢ブイマー[⸢buimaː](兄弟姉妹の孫)、マ⸢タマー[ma⸢tamaː](ひまご<曾孫>)、ピ⸢チマー[pi̥⸢ʧimaː](やしゃご<玄孫>)などがいる。
15730	0	0	15575	マーティジ	⸢マーティジ	2	ティ⸢ダ⸣ヌ　⸢マーティ⸣ジ　⸣ナルンケン　パ⸢タ⸣キ　⸢カイ⸣シ　⸢ベー	[ti⸢da⸣nu ⸢maːtiʤi⸣ naruŋkem pḁ⸢ta⸣ki ⸢kai⸣ʃi ⸢beː]	(太陽が真上になるまで畑を耕している)。真上。若年層は⸢マーチジ[⸢maːʧiʤi](真上{EOS}頂上)ともいう。
15790	0	1	15643	マイ	⸣マイ	2	⸣ッシェーナリ　⸣マイナリ　⸢シェー⸣ティ　⸢パッ⸣タヤー	[⸣ʃʃeːnari ⸣mainari ⸢ʃeː⸣ti ⸢pat⸣tajaː]	(後ろになり、前になりしながら行ったよ)。対語はク⸢シ[ku̥⸢ʃi](腰{EOS}背)、⸣ッシェー[⸣ʃʃeː](しりへ<後方>{EOS}「~殿の志利敝乃<シリヘノ>~{EOS}万、4326」の転訛したもの)。
15791	0	1	15645	マイ	⸢マイ	2	グ⸢サーク⸣マイ	[gu⸢saːku⸣mai]	(五勺米)。村の神事に要するパ⸢ナン⸣グミ[pa⸢naŋ⸣gumi](花米)は五勺米として各戸より徴収した米よりつくり、「姑米」の系統の語として残っている。
15791	0	2	15646	マイ	⸢マイ	2	⸢マイ⸣　カ⸢ルン	[⸢mai⸣ ka⸢ruŋ]	(稲を刈る)。鳩間島の人が栽培していた稲には、ム⸢チマイ[mu⸢ʧimai](糯米)。サ⸢ク⸣マイ[sḁ⸢ku⸣mai](粳米)があり、⸢ホーライ⸣マイ[⸢hoːrai⸣mai](蓬莱米{EOS}台湾から導入された\ruby{芒}{ノゲ}のない米)は新種の稲。⸢ザイレー⸣マイ[⸢ʣaireː⸣mai](在来品種の\ruby{芒}{ノゲ}の長い米)は古い稲の品種。戦後まで「台中65号」が栽培されていた。その他に、猪の害を防ぐため、⸢ザイレー⸣マイ[⸢ʣaireː⸣mai](在来種)のピ⸢ジ⸣ルマイ[pi⸢ʤi⸣rumai](赤褐色の芒、赤褐色の籾、芒長4~5センチ)やダ⸢ネー⸣ママイ[da⸢neː⸣mamai](褐色の芒、灰褐色の籾、赤色の玄米、芒長4~5センチ)などが1962年ごろまで山中の水田で作付けされていた
15806	0	0	15660	マイクメー	⸣マイクメー	1	⸣マイクメーヌ　⸢アー⸣ヤ	[⸣maikumeːnu ⸢ʔaː⸣ja]	(小浜家のお父さん)。[maikumajaː]　→　[maikumeː]　のように音韻変化したもの
15818	0	2	15673	マイジラ	⸢マイ⸣ジラ	1	⸢パーレー⸣フネー　⸢マイ⸣ジラナー　ナ⸢ミキシ⸣ムヌン　パ⸢リ⸣　シ⸢ダーシソーッ⸣タ	[⸢paːreː⸣ɸuneː ⸢mai⸣ʤiranaː na⸢mikiʃi⸣munum pa⸢ri⸣ ʃi⸢daːʃisoːt⸣ta]	(爬竜船は正面に波きりを貼り付け、装飾を施して飾り立てられた)。イダフニの項参照
15822	0	0	15677	マイスクブ	⸢マイスク⸣ブ	1	⸢マイスクブ⸣バ　⸣カビティ　⸢パスコー⸣ヌ　ナ⸢ラ⸣ヌ	[⸢maisu̥kubu⸣ba ⸣kabiti ⸢pasu̥koː⸣nu na⸢ra⸣nu]	(籾殻の\ruby{塵埃}{ジン|アイ}を被って、はしかしくて<皮膚がちくちくしてむずがゆくて<痛痒くて>堪らない)。⸢パシゥコー⸣ン[⸢pasi̥koː⸣ŋ]は、⸢Faxicai.ハシカイ<はしかい>素肌に着た粗い着物などのように、ざらざらしてがさつくこと『邦訳日葡辞書』」からの転訛か
15856	0	0	15712	マイヌプー	⸢マイヌ⸣　プー	2	⸢マイヌプー⸣ヌ　⸢ニン⸣ガイ	[⸢mainupuː⸣nu ⸢niŋ⸣gai]	(稲穂の祈願{EOS}村の祭祀)。⸢プーヌソー⸣ジ[⸢puːnu soː⸣ʤi](稲穂の精進<祈願>)ともいう。稲の穂に害虫がつかぬよう、旧暦3月に祭祀が執り行われた。
15851	0	0	15715	マイバー	⸣マイバー	3	ウ⸢クバー	[ʔu⸢kubaː]	(奥歯{EOS}臼歯))。フ⸢トゥッチ⸣パー[ɸu̥⸢tutʧi⸣paː](虫歯)等が歯の部分的語彙体系を構成している。
15900	1	1	15762	マカル	マ⸢カ⸣ル	3	マ⸢カ⸣ルドング	[ma⸢ka⸣rudoŋgu]	(食器類の総称)。他に⸢シームヌバン[⸢ʃiːmunubaŋ](吸い物碗)がある。
15683	0	0	15798	マクトゥ	マ⸢クトゥ	2	マ⸢クトゥヌ⸣　プ⸢ス	[ma⸢kutunu⸣ pu̥⸢su]	(正直者)。/マクトゥ　キキシミ　パトゥマムラ　ウイムワカキム　ピトゥククル　シジク　パンジョヌ　ナウマサル/(まこと<真実>を聞き積み上げる鳩間村は、老いも若きも一心同体で、続く子孫繁盛が尚一層勝っている)(鳩間口説)『鳩間島古典民謡古謡集』
15950	1	0	15817	マシ	⸣マシ	2	マ⸢シェー⸣マ	[ma⸢ʃeː⸣ma]	(小さな水田{EOS}「小升」の義か)。⸢ター⸣マシ[⸢taː⸣maʃi](水田の一枚{EOS}水田)ともいう。
15962	0	0	15830	マジムン	マ⸢ジ⸣ムン	4	⸢パー⸣ク　マ⸢ジ⸣ミバ	[⸢paː⸣ku ma⸢ʤi⸣miba]	(早く積み重ねよ)。/パトゥマパイバタ　カユフニヌ　カギリカギラン　クルリクル　イニヤマシンジ　クギバタシ(鳩間島、南端<西表島>を通う舟がひっきりなしに漕いで往き来する、稲を山積み<真積み>にして漕ぎ渡している)/(鳩間口説き)『鳩間島古典民謡古謡集』
15970	0	0	15840	マタイビ	マ⸢タイビ	1	⸢マイヤー　ナーッ⸣スナー　⸣サニ　ウ⸢ラ⸣シティ　⸣ナイ　ス⸢ク⸣リティル　⸣ターナ　マ⸢タイビ　ソー⸣ル	[⸢maijaː naːs⸣sunaː ⸣sani ʔu⸢ra⸣ʃi̥ti ⸣nai su̥⸢ku⸣ritiru ⸣taːna ma⸢taʔibi soː⸣ru]	(稲は苗代に種をおろして苗に作ってから本田に定植<又植え>されるのだ)。⸣ヤトゥーン[⸣jatuːŋ]は、カ⸢ブッチ(南瓜)などを定植する義
16038	0	0	15913	マチャーヘー	⸣マチャーヘー	1	⸢~ヘー	[⸢~heː]	(琉球古語では「比屋」と表記される{EOS}昔の按司の家来の役名で、鳩間方言のそれは糸満方言から借用したもの{EOS}⸢~氏{EOS}~さん」の義)。「~ヒー」[çiː](~さん{EOS}ぞんざいな表現)ともいう。ヒャー[çaː]→ヘー[heː]　→　ヒー[çiː]と音韻変化したもの。鳩間方言では敬愛の接尾語として用いられ、人名に下接して敬愛の情を表す。
16038	0	0	15913	マチャーヘー	⸣マチャーヘー	3	⸢サン⸣ダーヘー	[⸢san⸣daːheː]	(三郎さん))。⸣カナーヒー[⸣kanaːçiː](加那さん)などという
16041	0	0	15916	マチリ	マ⸢チリ	1	シ⸢チマチ⸣リ	[ʃi̥⸢ʧimaʧi⸣ri]	(節祭り{EOS}単に⸣シチ{SqBr}⸣ʃi̥ʧi{/SqBr}<節>ともいう)。⸢タンカーマチリ[⸢taŋkaːmaʧiri](遠方から、供物を祈願する方向へ向かって供え、線香を立てて祈願すること{EOS}⸢タンカーマチ{SqBr}⸢taŋkaːmaʧi{/SqBr}ともいう)、ウ⸢シマチリ[ʔu⸢ʃimaʧiri](牛祭り)などの語がある。節祭りは旧暦8,9,10月の戊戌(つちのえいぬ)、己亥(つちのとゐ)に当る日に執り行われた
15992	0	1	15925	マッシング	マッ⸢シング	3	⸣ビーティ　マッ⸢シング⸣　ア⸢ラキ　ユーサ⸣ヌ	[⸣biːti maʃ⸢ʃiŋgu⸣ ʔa⸢raki juːsa⸣nu]	(酔って真っ直ぐに歩けない)。マッ⸢シグ[maʃ⸢ʃigu](真っ直ぐ)ともいう。
16055	0	0	15932	マッふァ	⸢マッ⸣ふァ	4	イ⸢シマッふァ	[ʔi⸢ʃimaffa]	(陶磁器製の枕{EOS}ひんやりとした感触があり、夏季に愛用された)。⸢ティーマッ⸣ふァ[⸢tiːmaf⸣fa](手枕{EOS}母親が子供を寝かせつける際に手枕にした)などがあった。
16100	0	0	15985	マニツァイシ	マ⸢ニ⸣ツァイシ	1	ム⸢カ⸣シプソー　ムー⸢ル⸣　マ⸢ニ⸣ツァイシティル　ア⸢ゾーッタ⸣ル	[mu⸢ka⸣ʃipu̥soː muː⸢ru⸣ ma⸢ni⸣ʦaʔiʃitiru ʔa⸢ʣoːtta⸣ru]	(昔の人は皆俎板石といわれたものだ)。⸢パー⸣レー[⸢paː⸣reː](爬竜船)の際の⸢ブイ[⸢bui](英語からの借用語{EOS}Buoy<浮標>)設置の目印となる。
16107	0	0	15989	マビキ	マ⸢ビ⸣キ	2	⸢ダイ⸣クネー　カ⸢ター⸣　マクカー　⸢ミーランダ⸣　ン⸢ベーマ⸣　マ⸢ビ⸣キ　⸢シー⸣バ	[⸢dai⸣kuneː kḁ⸢taː⸣ makukaː ⸢miːranda⸣ ʔm⸢beːma⸣ ma⸢bi⸣ki ⸢ʃiː⸣ba]	(大根は密に蒔くと大きく稔らないので、少し間引きしなさいよ)。ピ⸢キアカスン[pi̥⸢kiʔakasuŋ](引き抜いて間隔をあける)ともいう
16122	0	0	16006	マミ	⸣マミ	2	ク⸢マミ	[ku⸢mami]	(やえなり{EOS}リョクトウ<緑豆>)。⸢トー⸣フマミ[⸢toː⸣ɸumami](大豆、<豆腐豆>の義)等が作付けされていた。
16222	0	0	16123	マンカミチ	⸢マンカ⸣ミチ	1	⸢ウン⸣ネー　⸢バー⸣ケー　⸢マンカ⸣ミチ　ヤ⸢ルンダ⸣　イッ⸢ケナ⸣　サ⸢バキ　ヤッ⸣サン	[⸢ʔun⸣neː ⸢baː⸣keː ⸢maŋka⸣miʧi ja⸢runda⸣ ʔik⸢kena⸣ sa⸢baki jas⸣saŋ]	(あの家までは直線道路だから非常に探しやすい)。ミ⸢チマン⸣カ[mi⸢ʧimaŋ⸣ka]ともいう
16238	0	0	16138	マンダル	⸢マン⸣ダル	2	⸢マン⸣ダラーンマー　ミサー⸢ロールン	[⸢man⸣daraːmmaː misaː⸢roːruŋ]	(マンダルお姉さんはお元気ですか)。⸢マン⸣ダル・アンマ[⸢man⸣daru・amma]の連母音が、[ua]　→　[ŏː]　→　[aː]　の音韻変化を起こしたもの
16252	0	0	16153	マンムシヌコーマ	⸣マンムシヌ　⸢コー⸣マ	1	⸣マンムシヌ　⸢コー⸣マーラル　⸣イツキンマー　ス⸢ク⸣ローッタ	[⸣mammuʃinu ⸢koː⸣maːraru ⸣ʔiʦukimmaː su̥⸢ku⸣roːtta]	(繭<蚕の卵>から<ぞ>絹糸の着物は作られた)。普通は、⸢カイコ⸣ヌ　⸢コー⸣マ[⸢kaiko⸣nu ⸢koː⸣ma]という
16256	0	0	16161	ミー	⸢ミー	1	ウ⸢ヌ⸣　プ⸢ソー⸣　ウ⸢ヌ　ミードゥ⸣　ヤ⸢ロー⸣レール	[ʔu⸢nu⸣ pu̥⸢soː⸣ ʔu⸢nu miːdu⸣ ja⸢roː⸣reːru]	(その人は、その運命であられたのだろうよ)。⸢チョーミー[⸢ʧoːmiː](長命)の⸢ミー[⸢miː](命)と同じ
16267	0	1	16173	ミー	⸣ミー	2	ウ⸢ヌ⸣　パ⸢ナ⸣シェー　ユ⸢ク⸣シミー	[ʔu⸢nu⸣ pa⸢na⸣ʃeː ju⸢ku⸣ʃimiː]	(その話は嘘だろう<嘘だね>)。さらに終助詞⸢-ツォー[⸢-ʦoː](~ね、間違いないね<念押し、再確認>)が付く。
