select * from headword_exs where Trs regexp '.+\)。\S.*';
WdID	PoSID	MnID	col_Order	Wd	Wd2	exid	Ex	IPA	Trs
2917	0	0	2952	ウフッ	ウ⸢フッ	1	ウ⸢フッ⸣　ウ⸢フッ⸣　ヤ⸢ナ⸣ムノー　カ⸢マー⸣　パリッ⸢ふォーリ　⸣クマーラル　ウ⸢ブ⸣プス　ナル⸢ドー	[ʔu⸢ɸuʔ⸣ʔu⸢ɸuʔ⸣ ja⸢na⸣munoː ka⸢maː⸣ parif⸢fori⸣ kumaːraru ʔu⸢bu⸣pu̥su naru⸢doː]	(ウ⸢フッ⸣　ウ⸢フッ⸣　悪霊はあっちへ行ってください{EOS}ここからが大人になるんだぞ)。幼児が転んだり、怪我をした時などに母親が唱えた。
3157	0	0	2967	ウブナン	ウ⸢ブナン	1	ム⸢カ⸣シ　⸢ヤイマ⸣ナー　ウ⸢ブナン⸣ヌ　⸢ユーシ⸣ケータンドゥ　パ⸢トゥ⸣マー　⸢カン⸣ヌ　⸣シマ　ヤ⸢レー⸣ティ　⸢カン⸣ヌ　⸣ティーシ　⸣ムタイ⸢オーッ⸣ター　⸢ナン⸣マー　⸣パンター　フ⸢キパッ⸣タ⸢トゥ⸣ツォー	[mu⸢ka⸣ʃi ⸢jaima⸣naː ʔu⸢bunan⸣nu ⸢juːʃi⸣keːtandu pa⸢tu⸣maː ⸢kan⸣nu ⸣ʃima ja⸢reː⸣ti ⸢kan⸣nu ⸣tiːʃi mutai⸢ʔoːt⸣taː ⸢nam⸣maː ⸣pantaː ɸu⸢kipat⸣ta⸢tu⸣ʦoː]	(昔八重山に大津波が押し寄せて来たけれど、鳩間島は神霊の高い島<神高い島>であるから、神が手で島を持ち上げなされたので、津波は島の南の方へ鳩間島を擦り抜けて行ったそうな)。ウ⸢ブ⸣ナミ[ʔu⸢bu⸣nami](大波)ともいう
3195	0	0	3006	ウブマシ	ウ⸢ブ⸣マシ	1	⸣マシ	[⸣maʃi]	(桝)は田圃を数える際の単位(助数詞)。マ⸢ルマシ[ma⸢rumaʃi](丸い田圃)、⸣サンカクマシ[⸣sankakumaʃi](三角の田圃)、⸢ナーマシ[⸢naːma⸣ʃi](長い田圃)などがある。
3218	0	0	3016	ウブヤー	ウ⸢ブ⸣ヤー	1	ウ⸢ブヤー⸣ヌ　イ⸢チバン⸣ザーナー　⸢ザートゥク⸣ヌ　⸣アリ　⸢ニーバン⸣ザーナー　トゥ⸢クニヌ⸣　アン	[ʔu⸢bujaː⸣nu ʔi⸢ʧiban⸣ʣaːnaː ⸢ʣaːtuku⸣nu ⸣ʔari ⸢niːban⸣ʣaːnaː tu̥⸢kuninu⸣ ʔaŋ]	(母屋の一番座には床の間があり、二番座には仏壇がある)。仏間は父母の寝室に供されるのが普通であった。母屋の南側には⸢トゥーシ[⸢tuːʃi](縁側{EOS}⸣マンタヌ　⸣イン{SqBr}⸣mantanu⸣ʔiŋ{/SqBr}<前の縁>ともいう)を造り、東側にも⸣イン[⸣ʔiŋ](縁側)を設置した
3199	0	0	3032	ウボーザ	ウ⸢ボー⸣ザ	1	ウ⸢ボー⸣ザー　⸢マー⸣ル　⸢オーッ⸣ター	[ʔu⸢boː⸣ʣaː ⸢maː⸣ru ⸢ʔoːt⸣taː]	(長兄は何処へ行かれたのか)。明治生まれの古老は、⸣ウブザ[⸣ʔubuʣa](長兄{EOS}大兄)ともいう。
3257	0	0	3065	ウミザラシ	ウ⸢ミザラ⸣シ	1	ム⸢カ⸣シェー　⸣バサキンヌン　⸣ブーキンヌン　ス⸢ナカ⸣ナーティ　ア⸢ライティ⸣　サ⸢ラソーッ⸣タツォー	[mu⸢ka⸣ʃeː ⸣basakinnum ⸣buːkinnun su⸢naka⸣naːti ʔa⸢raiti⸣ sa⸢rasoːt⸣taʦo]	(昔は芭蕉布も麻布も海の中で洗って海晒しにされたそうだ)。⸢スーザラ⸣シ[⸢suːʣara⸣ʃi](潮晒し)ともいう
3278	0	0	3094	ウムイトゥアタラヌ	ウ⸢ムイ⸣トゥ　ア⸢タラヌ	1	ウ⸢リヌ⸣　ク⸢トゥ⸣バ　ウ⸢ムイ⸣ル　⸢ナン⸣ギクローン　シ⸢タヌ　ドゥー⸣ヌ　ウ⸢ムイ⸣トー　ア⸢タラヌ⸣　フ⸢コーラサヌ⸣　プ⸢ス⸣クインツァン　⸢ナー⸣ヌ	[ʔu⸢rinu⸣ ku̥⸢tu⸣ba ʔu⸢mui⸣ru ⸢naŋ⸣gikuroːŋ ʃi̥⸢tanu duː⸣nu ʔu⸢mui⸣toː ʔa⸢taranu⸣ ɸu̥⸢koːrasanu⸣ pu̥⸢su⸣kuinʦan ⸢naː⸣nu]	(彼のことを思って難儀苦労もしたが、自分の思いとは違って<思いとは当たらず{EOS}思いとは裏腹に>有難うの一声すらない)。予想外である。「思いと当たらない」の義。
3328	0	0	3112	ウムカー	ウ⸢ム⸣カー	1	カ⸢ツドゥルバ　ウイヤー⸣ティ　⸣フニ　パ⸢ラ⸣ス　⸣バソー　ウ⸢ム⸣カー　トゥ⸢リ⸣カーティ　ウ⸢ヤー⸣レーティ　パ⸢ラ⸣ソーッタ	[kḁ⸢ʦuduruba ʔuijaː⸣ti ⸣ɸuni pa⸢ra⸣soːru ⸣basoː ʔu⸢mu⸣kaː tu⸢ri⸣kaːti ʔu⸢jaː⸣reːti pa⸢ra⸣soːtta]	(カツオドリを追いながら船を操船される<走らされる>時は、ウムカー<右舷の方>、トゥリカー<左舷の方>と大声をあげながら操船さ<走らさ>れた)。その他に、⸢ヨー⸣ソロー[⸢joː⸣soroː](微速前進{EOS}真っ直ぐに進め)。
3328	0	0	3112	ウムカー	ウ⸢ム⸣カー	2	⸢ゴーヘー	[⸢goːheː]	(全速前進)。⸢ゴーシタン[⸢goːʃitaŋ](全速後退)など、英語由来の方言化した借用語がある。サバニでは、⸢オーラー[⸢ʔoːraː](風上へ)、ッ⸢ソーマー[s⸢soːmaː](風下へ)という
3314	0	2	3121	ウムシル	ウ⸢ム⸣シル	1	ウ⸢ム⸣シルムヌ	[ʔu⸢mu⸣ʃirumunu]	(楽しいこと)。民謡「鳩間口説」の第六連の囃子に/イヤイーヤー　ユタカナルユヌ　シルシサミエー　アミヤトゥカグシ　カジヤシジカニ　シクリムジクイ　マンサクソーリバ　イヒンカタトゥキ　ユダンヤナランサ　キットゥキバリヨニセタ　ウムシルムヌサミ　ナマヌパヤシニ　クドゥキユミユミ/(イヤイーヤー、豊かなる御世の兆候というものだ{EOS}雨は十日おきに降り、風は穏やかにそよぎ、農作物は豊年満作しており、一時も片時も油断は出来ない{EOS}しっかり気張れよ若者らよ{EOS}さすれば楽しい豊な人生となる{EOS}今の囃子に鳩間口説きを歌おうよ)『鳩間誌』、『鳩間島古典民謡古謡集』。
3319	0	2	3127	ウムティ	ウ⸢ム⸣ティ	2	ウ⸢ム⸣ティ　⸣シムン	[ʔu⸢mu⸣ti ⸣ʃimuŋ]	(洗顔する、面を清ませる)。⸣シラ　シムン[⸣ʃira ⸣ʃimun]とは言わない
3357	0	0	3157	ウヤキパンジョウ	ウ⸢ヤ⸣キパンジョウ	1	⸣ドゥーパダ　⸢キンコー⸣シ　ウ⸢ヤ⸣キパンジョー　ア⸢ラ⸣シミ　タ⸢ボー⸣リティル　ニガイ⸢オーシル⸣ダー	[⸣duːpada ⸢kiŋkoː⸣ʃi ʔu⸢ja⸣kipanʤoː ʔa⸢ra⸣ʃimi ta⸢boː⸣ritiru ⸣nigai ⸢ʔoːʃiru⸣daː]	(体が健康で富貴繁盛をあらしめ賜りますようにと祈願申し上げるのだよ)。歌謡語に/イヤイーヤー　ウスメーデー　カルマキ　ウラリティ　ウヤクチョーデー　トゥジックヮ　ヤシナティ　ムラトゥン　ワブクニ　ワルビ　トゥシユリ　カンカ　　クドゥクヌ　モチキナ　モノマディ　ンゾーサ　ソーリバ　ティンヌ　ミグミヌ　ウヤキパンジョー　アラシミセユサ　ナマヌ　パヤシニ　クドゥキ　ユミユミ/(いやいやー御主<国王>様の公務を務めることが出来て、親子兄弟や妻子を養育して、村中が和睦に暮らし、子供も年寄りも男らも老いて妻のない男や鰥夫、寡婦まで慈しみ愛すれば天のみ恵みは富貴繁盛あらしめ賜るのだ{EOS}今の囃子に口説きを歌おう)(「鳩間口説」第一連『鳩間島誌』、『竹富町史　第六巻　鳩間島』)
3382	0	0	3179	ウヤヌマイ	ウ⸢ヤ⸣ヌマイ	1	⸢カンヌ⸣マイ	[⸢kannu⸣mai]	(神様)。ウシュン⸢ガナ⸣シェーマイ[ʔuʃuŋ⸢gana⸣ʃeːmai](国王様)の様に用いられる。
3387	0	0	3182	ウヤビ	ウ⸢ヤ⸣ビ	2	ウ⸢ブウヤ⸣ビ	[ʔu⸢buʔuja⸣bi]	(親指<大指>)。「ウヤビ[ujabi](指)『八重山語彙』」。⸢ウイ⸣ビ[⸢ʔui⸣bi](指)ともいう。⸢ウイ⸣ビ[⸢ʔui⸣bi]、ウ⸢ヤ⸣ビ[ʔu⸢ja⸣bi](指)は、「指、ユビ、俗云オヨビ」『類聚名義抄』の転訛したもの。
3387	0	0	3182	ウヤビ	ウ⸢ヤ⸣ビ	4	⸢パン⸣ヌ　ウ⸢ヤ⸣ビ	[⸢pan⸣nu ʔu⸢ja⸣bi]	(足の指)。ウ⸢ブウヤ⸣ビ[ʔu⸢buʔuja⸣bi](親指)『八重山語彙』」。
3387	0	0	3182	ウヤビ	ウ⸢ヤ⸣ビ	5	ウヤ⸢ベー⸣マ	[ʔuja⸢beː⸣ma]	(小指)。「ウヤベーマ[ujab'eːma](小指)『八重山語彙』」。プ⸢スッシ⸣ウビ[pu̥⸢suʃʃi⸣ʔubi](人差し指)、⸢プス-サシ[pusu-sas'i](人差し指)『八重山語彙』」。
3387	0	0	3182	ウヤビ	ウ⸢ヤ⸣ビ	6	ナ⸢カウヤ⸣ビ	[na⸢kauja⸣bi]	(中指)。「ナカ・ウヤビ[naka-ujab'i](中指)」『八重山語彙』。「ナー・ナーヌ・ウヤビ[naː-naːnu-ujab'i](薬指)『八重山語彙』とある
3390	0	0	3183	ウヤピュール	ウ⸢ヤピュー⸣ル	1	キ⸢チゴンヌ⸣　ウ⸢ヤピュー⸣ロー　⸢クンガチ⸣ヌ　ミ⸢ジニー⸣ナール　⸣トゥリシケーツォー	[ki⸢ʧigonnu⸣ ʔu⸢japjuː⸣roː ⸢kuŋgaʧi⸣nu mi⸢ʤiniː⸣naːru ⸣turiʃi̥keːʦoː]	(結願祭の親日和は九月の壬の日に取ってあるそうだ)。神事の日和は農業、漁業、その他の島の事情により、ウ⸢ヤピュー⸣ル[ʔu⸢japjuː⸣ru]の外に⸢マイピュー⸣ル[⸢maipjuː⸣ru](ウヤピュールの前月の同じ干支の日{EOS}前日和)と⸣アトゥピュール[⸣ʔatupjuːru](ウヤピュールの翌月の同じ干支の日{EOS}後日和)などがある
3407	0	0	3204	ウヨーンダー	⸣ウヨーンダー	1	⸢バン⸣テナーン　⸣ウヨーンダーヌ　アン⸢ダー	[⸢ban⸣tenaːŋ ⸣ʔujoːndaːnu ʔan⸢daː]	(私の家にも先祖代々受け継いでいるウヨーンダーがあるよ)。マンカ節第五連に/ビフナファーヌ　バギダマ　サリミジィヌ　ウヨンダー　サバチャマヌ　ニバンヌヤ　マルマヌ　クシヌ　ムチィヌヤ/(男の子の分け前は　サリ水の祖田を与える　その上サバチャ岩礁のニバン魚の棲む所を与える{EOS}なおマルマ小島の後のムツ魚の棲む所も与えよう)(『八重山民謡誌』)とある
3409	0	0	3205	ウラ	⸣ウラ	1	フ⸢ノー⸣ラ	[ɸu⸢noː⸣ra]	(船浦)。/クンヌ　ウラヌ　ナグナリ　ミユシクヌ　ウチナリ/(古見の浦<港>の海岸<波打ち際>に沿って、御世底の内海に沿って~)「バガ　パトゥマ　ジラマ」の第三連。このジラマには、『石垣市史叢書8』所収の「参遣状」(康煕41年、1702年)に記録された鳩間島の悲惨な状況が詠み込まれている。(『鳩間島古典民謡古謡集』)
3435	0	0	3232	ウランガイシ	ウ⸢ランガイ⸣シ	1	タ⸢タメー⸣　ティダナ　イ⸢ルンカシ⸣　プシティ　マ⸢タ⸣　ウ⸢ランガイ⸣シ　プ⸢サバ⸣ル　⸢カーラク	[ta⸢tameː⸣ tidana ʔi⸢ruŋkaʃi⸣ puʃiti ma⸢ta⸣ ʔu⸢raŋgai⸣ʃi pu⸢saba⸣ru ⸢kaːraku]	(畳みは太陽に少し干して、また裏返して干してこそ<干さばぞ>乾くものだ)。ウ⸢ラガイ⸣シ[ʔu⸢ragai⸣ʃi](裏返し)ともいう
3447	0	0	3244	ウリカジ	ウ⸢リ⸣カジ	1	ウ⸢リ⸣カジ　⸣ナルカー　⸢オシケー　ノー⸣ルン	[ʔu⸢ri⸣kaʤi ⸣narukaː ⸢ʔoʃi̥keː noː⸣ruŋ]	(風が南風<下り風>になると天気はよくなる)。カ⸢ジヌ⸣　ウルン(ウ⸢リ⸣ルン)[ka⸢ʤinu⸣ ʔuruŋ(ʔu⸢ri⸣ruŋ)](風が南風になる<下りる>)ともいう。反対に、南風から北風に変わることを、カ⸢ジ　マールン[ka⸢ʤi maːruŋ](風が回る{EOS}北風になる{EOS}天気が崩れる)、カ⸢ジェー　ヌールン[ka⸢ʤeː nuːruŋ](風が北に上る{EOS}北風になる)ともいい、熱帯低気圧が接近して荒天になることを示す
3471	0	0	3263	ウルシマキ	ウ⸢ルシ⸣マキ	1	ウ⸢ルシ⸣マキ　シ⸢ティ⸣　シラー　ア⸢ガミ　ビーヨー⸣ヌ　ナ⸢ラ⸣ヌ	[ʔu⸢ruʃi⸣maki ʃi̥⸢ti⸣ ʃiraː ʔa⸢gami biːjoː⸣nu na⸢ra⸣nu]	(漆かぶれして、顔は赤らんで痒くてたまらない)。パ⸢ジマキ[pa⸢ʤimaki](漆かぶれ)ともいう
851	0	0	3280	ウン	⸣ウン	2	⸢ウンヌ⸣カザ	[⸢ʔunnu⸣kaʣa]	(芋かずら)。芋の種類には、次のようなものがあった。
851	0	0	3280	ウン	⸣ウン	9	ヒャ⸢ク⸣ゴー	[ça⸢ku⸣goː]	(「100号」、改良品種で多収穫{EOS}澱粉が多く煮ると粉を吹いて美味である{EOS}島で最も普及した)。ク⸢ラ⸣ガー[ku⸢ra⸣gaː](煮ると美味である)など。
851	0	0	3280	ウン	⸣ウン	10	ヒャ⸢ク⸣ゴーウンバ　⸢シンマイナビ⸣ヌ　⸢ピッ⸣チン　⸢ネーシティ⸣　プスイ　⸢ミーキ⸣　ッ⸢ふータヌ⸣　ア⸢キランシェン	[ça⸢ku⸣goːʔumba ⸢ʃimmainabi⸣nu ⸢pit⸣ʧin ⸢neːʃiti⸣ pu̥sui ⸢miːki⸣ f⸢fuːtanu⸣ ʔa⸢kiranʃeŋ]	(百号イモを四枚鍋のいっぱい煮て一日三食、それを食べたが飽きなかった)。⸢クーフキ⸣ウン[⸢kuːɸu̥ki⸣ʔuŋ](粉ふき芋)、⸢キールウン[⸢kiːruʔuŋ](黄色い芋)なども美味であった。昭和三十年の後半ごろバイラスという芋の病気が蔓延して島の畑の芋蔓を総て焼き捨てたことがあった。
3443	0	0	3294	ウンザ	⸢ウンザ	1	⸢ウンザー⸣　ヤ⸢ナフシヌ⸣　アンダー　プ⸢スム⸣シェー　⸢シシキ⸣　トゥ⸢ラサン⸣カー　ナ⸢ラン⸠ツォー	[⸢ʔunʣaː⸣ ja⸢naɸuʃinu⸣ ʔandaː pu̥⸢sumu⸣ʃeː ⸢ʃiʃi̥ki⸣ tu⸢rasaŋ⸣kaː na⸢ran⸠ʦoː]	(そいつは悪い癖があるので、一度は懲らしめて<躾けて>やらないといけないのだよ)。この野郎。対称の人称代名詞。卑称。
852	0	0	3313	ウンヌイー	⸢ウンヌ⸣イー	1	ム⸢カ⸣セー　⸢ウンヌイー⸣バ　ッ⸢ふァイル⸣　フ⸢ドゥベー⸣ティ　⸣ムカーヤ	[mu⸢ka⸣ʃeː ⸢ʔunnuiː⸣ba f⸢fairu⸣ ɸu⸢dubeː⸣ti ⸣mukaːja]	(昔は芋のご飯を食べて成長したものだよ)。サツマイモを煮て、捏ねたもの。直径約10センチほどのソフトボールの大きさに握って弁当にした。
3567	0	0	3358	オーカマー	⸣オーカマー	1	⸣オーカマー　⸢ウンザ⸣　プ⸢スヌ⸣　ア⸢ズ⸣ムニ　⸢ピッ⸣チン　シゥ⸢カヌ	[⸣ʔoːkamaː ⸢ʔunʣa⸣ pu̥⸢sunu⸣ ʔa⸢ʣu⸣muni ⸢pit⸣ʧin sï̥⸢kanu]	(ばか者めが、あいつは人の言うことをちっとも聞き入れない)。不潔で愚鈍な奴。馬鹿な奴。卑語。「豚カマ奴」の義か。
3583	0	0	3366	オーシェー	⸢オー⸣シェー	1	⸢コーミンカン⸣ヌ　⸣アントンル　パ⸢トゥマ⸣ヌ　⸢オー⸣シェ　⸢ヤッタ⸣ツォー	[⸢koːmiŋkan⸣nu ⸣ʔantonru pḁ⸢tuma⸣nu ⸢ʔoː⸣ʃeː ⸢jatta⸣ʦoː]	(公民館のある所が鳩間島のオーシェ<村役場>であったそうだ)。「お上からの仰せ(おおせ)が差し出される所なのでオーシェーという」(『八重山歴史』)という説がある
3595	0	0	3390	オーヌアバ	⸢オー⸣ヌアバ	1	⸢オー⸣ヌアバ　ス⸢クイティ　ティン⸣プラ　ヤ⸢コーッ⸣タ	[⸢ʔoː⸣nuʔaba su̥⸢kuiti tim⸣pura ja⸢koːt⸣ta]	(豚の脂を掬い取って溶かしてテンプラを揚げられ<焼かれ>た)。ア⸢バ⸣カシ[ʔa⸢ba⸣kaʃi](豚の脂身を煎った残滓)は、⸢マイヌミー⸣ス[⸢mainumiː⸣su](米味噌)と和えて炒めると美味である。これを⸢アンダミー⸣ス[⸢ʔandamiː⸣su](脂味噌)といい、大人はお茶請け(茶の子)として食した
3955	0	0	3464	ガーキ	⸢ガー⸣キ	1	⸣ガキ	[⸣gaki]	(掛け)ともいう(老年)。「がけ(掛け)」の義。
3682	0	0	3476	カージ	カー⸢ジ	4	⸢ゲーサウカージ⸣　グリー　⸢スン	[⸢geːsaukaːʤi⸣ guriː ⸢suŋ]	(行き逢うたびにお辞儀をする)。名詞、動詞の連体形に下接して、「その度に」、「~ごとに」、「いつも」の意を表す。「畳薦隔編数通者<畳こも隔て編む数>」『万葉集　2777』の「数」の義。
3749	0	0	3485	ガーズーワン	⸢ガーズー⸣ワン	5	マー⸢ンベーマ　ガーズー⸣ワカー　⸣ミサムヌ	[maː⸢ʔmbeːma gaːʣuː⸣wakaː ⸣misamunu]	(もう少し根気強けれ<強情であれ>ば良いのに)。若年層は⸢ガーズー⸣ヤン[⸢gaːʣuː⸣jaŋ](我慢強い)ともいう。
3804	0	0	3568	カールカール	⸢カールカー⸣ル	1	⸢カールカー⸣ルシ　ウ⸢ヤ⸣ヌ　⸢テー⸣ナイ　⸢シー⸣バ	[⸢kaːrukaː⸣ruʃi ʔu⸢ja⸣nu ⸢teː⸣nai ⸢ʃiː⸣ba]	(交替で親の手伝いをしなさいよ)。入れ替わり立ち代り。
3815	0	0	3579	ガーンパターン	⸢ガーンパターン	1	イ⸢ツァフンツァ⸣ヌ　⸢ウイ⸣ナー　ヤ⸢ラビン⸣メーヌ　⸢ガーンパターン⸣シ <⸢ドーンパターン⸣シ>　シ⸢マ⸣　トゥリ　ア⸢サ　ビベー	[ʔi⸢ʦaɸunʦa⸣nu ⸢ʔui⸣naː ja⸢rabim⸣meːnu ⸢gaːmpataːŋ⸣ʃi <⸢doːmpataːŋ⸣ʃi> ʃi⸢ma⸣turi ʔa⸢sabi beː]	(床板の上で子供達がガタンバタンと騒々しく相撲をとって遊んでいる)。⸢ドーンパターン[⸢doːmpataːŋ](どたんぱたん)ともいう
3710	0	0	3582	カイ	⸣カイ	6	⸣カイニ　⸣カクカー　カ⸢キヤッ⸣サン	[⸣kaini ⸣kḁkukaː kḁ⸢kijas⸣saŋ]	(こう書いたら書きやすい)。⸣アイ[⸣ʔai](ああ{EOS}あのように)の対義語。⸣アイカイ[⸣ʔaikai](ああこう{EOS}そうこう)のように畳語化して用いられることもある。
3712	0	0	3583	カイ	⸣カイ	2	プ⸢スヌ⸣　カイ　⸢フンクナ	[pu̥⸢sunu⸣ kai ⸢ɸuŋkuna]	(人の影を踏むな)。⸣カイナカー[⸣kainakaː](陰{EOS}陰の中)ともいう。
3821	0	0	3587	カイ	⸢カイ	5	⸢カイ⸣マリ	[⸢kai⸣mari]	(立派な生まれつき{EOS}優れた血統の生まれつき)。/パトゥマナカムリ　パリヌブリ　クバヌシタニ　パリヌブリ　ハイヤヨー　ティバ　カイダキ　ティトゥルトゥ　テンヨー　マサティ　ミグトゥ/(鳩間中岡　走って登り、クバ<蒲葵>林の下に　走って登り、南の方はとて　見れば　美しい古見の山々が手に取る如くまことに優れて美しく見事である)「パ⸢トゥ⸣マナカムリ(鳩間中岡)」『鳩間誌』
3713	0	1	3588	ガイ	⸣ガイ	1	⸢イー⸣ガイ	[⸢ʔiː⸣gai]	(杓子{EOS}杓文字)。「木刀、イヒカヒ」『色葉字類抄』、「Iygai.イイガイ(飯匙・飯掻)飯を椀に盛るのに用いるある小さな杓子」『邦訳日葡辞書』。の転訛したもの。
3713	0	1	3588	ガイ	⸣ガイ	2	⸢スー⸣ガイ	[⸢suː⸣gai]	(汁杓子)。戦後の一時期まで、西表島で通耕する際、キ⸢ザ⸣ク[ki⸢ʣa⸣ku](ヒルギシジミ貝やシレナシジミ貝)の殻に柄をつけて杓子に使っていた。
3713	0	2	3589	ガイ	⸣ガイ	2	⸣ガイシ　ユ⸢ナ⸣ク　ス⸢クイ⸣　ッ⸢ふァイ⸣バ	[⸣gaiʃi ju⸢na⸣ku su̥⸢kui⸣ f⸢fai⸣ba]	(匙で麦焦がしを掬って食べなさいよ)。さじ。スプーン。
3714	0	0	3598	カイキ	⸢カイ⸣キ	2	⸢カイキ⸣ヌ　⸣アル　カ⸢カ⸣ラー　　ムー⸢ル⸣　ン⸢ザ⸣シ	[⸢kaiki⸣nu ⸣ʔaru kḁ⸢ka⸣raː muː⸢ru⸣ ʔn⸢ʣa⸣ʃi]	(皿のある限り総て出せ)。「ケ乙(笥)<食物を盛る器。食器>」の古形か。奈良時代のe乙類母音はaiに遡るといわれている。「キ」は石垣方言では「キゥ」となるので、甲類の仮名に対応すると考えられるから、「つき<盃>(飲食物を盛る器)『類聚名義抄』」の「キ」に対応すると考えられる。
3839	0	0	3605	カイクルブン	⸢カイクル⸣ブン	1	ス⸢バ⸣ミー　⸢シェー⸣ティ　ア⸢ラ⸣キ　⸢アー⸣クンケンマー　イ⸢シ⸣ナー　シ⸢キッ⸣クミ　⸢カイクル⸣ビ　⸢シーナー⸣ヌ	[su⸢ba⸣miː ⸢ʃeː⸣ti ʔa⸢ra⸣ki ⸢ʔaː⸣kuŋkemmaː ʔi⸢ʃi⸣naː ʃi̥⸢kik⸣kumi ⸢kaikuru⸣bi ⸢ʃiːnaː⸣nu]	(余所見をして歩いていると、石に突っ込んで、ひっくり返って<転倒して>しまった)。シゥ⸢カンクル⸣ブン[sï̥⸢kaŋkuru⸣buŋ](ひっくり返る)ともいう
3852	0	0	3618	カイシマー	⸢カイ⸣シマー	2	⸣ウラー　ウ⸢ム⸣ティ　⸣ナシ	[⸣ʔuraː ʔu⸢mu⸣ti ⸣naʃi]	(裏を表になして)。ッ⸢サー　ウイ⸣　ナシ[s⸢saː ʔui⸣ nasi](下は上になして)ともいう
3868	0	0	3638	カイットゥルン	⸢カイッ⸣トゥルン	5	⸢カイッ⸣トゥレー　⸣ミサムヌ	[⸢kait⸣tureː ⸣misamunu]	(盗めばよいのに)。⸢ヌシ⸣トゥルン[⸢nuʃi̥⸣turuŋ](盗む)ともいう
3720	0	0	3646	カイニ	⸣カイニ	4	⸢ター⸣ヤ　⸢キー⸣パイシ　⸣カイニ　⸢カイ⸣シバ	[⸢taː⸣ja ⸢kiː⸣paiʃi ⸣kaini ⸢kai⸣ʃiba]	(田圃は木鍬でこのように耕しなさい)。こういうふうに。このように。この通りに。
3873	0	0	3647	カイヌキマーヌキ	⸢カイ⸣ヌキ　⸢マーヌキ	1	⸢パッ⸣タルパリ　ウヌッ⸢キリ　カイ⸣ヌキ　⸢マーヌキ　シー⸣　ミ⸢ララ⸣ヌ	[⸢pat⸣tarupari ʔunuk⸢kiri kai⸣nuki ⸢maːnuki ʃiː⸣ mi⸢rara⸣nu]	(去って行ったきり、それっきり全く疎遠になって、姿も形も見られない)。ヌ⸢キッタルヌキ[nu⸢kittarunuki](退いたまま{EOS}立ち去ったまま)ともいう
3721	0	0	3650	カイブ	⸣カイブ	3	⸣カイブ　パ⸢ナ⸣シェー　イッ⸢カ⸣　シゥ⸢カヌ	[⸣kaibu pa⸢na⸣ʃeː ʔik⸢ka⸣ si̥⸢kanu]	(こんな話は決して聞かない)。「かにをる」から転訛したもの。予期に反する良いこと、悪いことに対して用いる。「かにある」『混効験集』の義。
3856	0	1	3664	カイヤン	⸢カイ⸣ヤン	5	⸣アイニ　⸢カイ⸣ヤカー　⸢バン⸣ヌン　⸢カイ⸣プサン	[⸣ʔaini ⸢kai⸣jakaː ⸢ban⸣nuŋ ⸢kai⸣pusaŋ]	(そんなに美しいのなら私も買いたい)。女性の美しさは、ア⸢バ⸣レーン[ʔa⸢ba⸣reːŋ](美しい)と表現する。
3947	0	1	3726	カキ	カ⸢キ	1	⸢ヤシキ⸣ヌ　ク⸢シ⸣ナ　カ⸢キ⸣シ　カ⸢クイティ⸣　ヤサイ　イ⸢ビ⸣　シケー	[⸢jaʃi̥ki⸣nu ku̥⸢ʃi⸣na kḁ⸢ki⸣ʃi kḁ⸢kuiti⸣ jasai ʔi⸢bi⸣ ʃi̥keː]	(屋敷の後に垣で囲って野菜を植えてある)。垣根。
3952	0	0	3767	カキナー	カ⸢キ⸣ナー	1	カ⸢キナー⸣ヤ　⸢フー⸣カラシル　ナイ⸢ヨーッ⸣タ	[kḁ⸢kinaː⸣ja ⸢ɸuː⸣karaʃiru nai⸢joːt⸣ta]	(掛け縄は棕櫚の繊維で綯われた)。/ヤー　イツピピルバ　シミナー　シー　ヤーバ　スクリ　アンティスー/(ああ、絹縄<ひひる{EOS}蚕の糸で綯った縄>を締め縄にして家を造ってあるという)「あーぱーれー」『鳩間島古典民謡古謡集』
3989	0	0	3779	カキムヌ	カ⸢キムヌ	1	カ⸢キムヌ⸣ナー　⸣ムヌ　イ⸢リティ⸣　ッ⸢ふー⸣カー　ッ⸢ふァイフー⸣　パ⸢ギ⸣ルンティ⸢ダー	[kḁ⸢kimunu⸣naː ⸣munu ʔi⸢riti⸣ f⸢fuː⸣kaː f⸢faiɸuː⸣ pa⸢gi⸣runti⸢daː]	(縁の欠けた碗にご飯を入れて食べると、食べる幸運<食い果報>が落ちる<剥げる>そうだよ)。フ⸢チカキムヌ[ɸu̥⸢ʧikakimunu](口辺部分が欠けた陶器の器物)などがある。
3991	0	0	3792	カギルン	カ⸢ギルン	6	アン⸢デー⸣カー　⸢キュー⸣ヤ　カ⸢ギリ	[ʔan⸢deː⸣kaː ⸢kjuː⸣ja ka⸢giri]	(そんなら、今日は欠席しろ<欠けよ>)。カ⸢グン[ka⸢guŋ](欠席する{EOS}欠ける)ともいう。
4037	0	0	3823	カクチ	カ⸢ク⸣チ	1	⸢オーカクチ	[⸢ʔoːkakuʧi]	(上顎)。ッ⸢サカクチ[s⸢sakakuʧi](下顎)がある。
